DepMap ID,KLF5 log2(TPM+1) Expression Public 22Q4,filter,Cell Line Name,Primary Disease, Custom cell line group,Lineage
ACH-001642,3.995484519,1,SCC3,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001552,3.519793486,1,MCC26,Merkel Cell Carcinoma,out group,Skin
ACH-000451,5.128045891,1,NCIH2085,Non-Small Cell Lung Cancer,out group,Lung
ACH-000879,0.855989697,1,MFE296,Endometrial Carcinoma,out group,Uterus
ACH-001842,7.372168569,1,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001032,0.40053793,1,CHLA32,Ewing Sarcoma,out group,Bone
ACH-000982,6.778602845,1,GP2D,Colorectal Adenocarcinoma,in group,Bowel
ACH-001636,1.454175893,1,RAMOS,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000189,2.192194165,1,RCC10RGB,Renal Cell Carcinoma,out group,Kidney
ACH-000454,5.137093609,1,HCC95,Non-Small Cell Lung Cancer,out group,Lung
ACH-000131,2.678071905,1,HS229T,Non-Cancerous,out group,Fibroblast
ACH-000660,0.669026766,1,SUDHL5,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001197,1.50589093,1,SMZ1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000915,2.107687869,1,IPC298,Melanoma,out group,Skin
ACH-000480,3.721372659,1,HUH7,Hepatocellular Carcinoma,out group,Liver
ACH-000745,1.475084883,1,MOLP8,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000161,5.474436043,1,CORL105,Non-Small Cell Lung Cancer,out group,Lung
ACH-000395,5.182295025,1,NCIH520,Non-Small Cell Lung Cancer,out group,Lung
ACH-001459,6.288912203,1,C80,Colorectal Adenocarcinoma,in group,Bowel
ACH-000916,6.373822187,1,NCIH1573,Non-Small Cell Lung Cancer,out group,Lung
ACH-001609,1.378511623,1,NP3,Diffuse Glioma,out group,CNS/Brain
ACH-001960,6.540399306,1,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001856,3.102658131,1,RBE,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000295,3.165107985,1,EM2,Myeloproliferative Neoplasms,out group,Myeloid
ACH-001485,0.344828497,1,CII,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000292,2.998195503,1,NCIH841,Lung Neuroendocrine Tumor,out group,Lung
ACH-000137,2.859969548,1,8MGBA,Diffuse Glioma,out group,CNS/Brain
ACH-000308,6.960001932,1,EFO21,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000445,2.03562391,1,KNS60,Diffuse Glioma,out group,CNS/Brain
ACH-001229,8.208283138,1,UPCISCC154,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000144,5.783456654,1,RERFGC1B,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000837,5.017921908,1,NCIH322,Non-Small Cell Lung Cancer,out group,Lung
ACH-000048,0.22650853,1,TOV112D,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000463,2.799087306,1,NCIH460,Non-Small Cell Lung Cancer,out group,Lung
ACH-000881,2.097610797,1,MELJUSO,Melanoma,out group,Skin
ACH-000388,0.389566812,1,NUDHL1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001992,3.59454855,1,ONE58,Pleural Mesothelioma,out group,Pleura
ACH-000147,1.15704371,1,T47D,Invasive Breast Carcinoma,out group,Breast
ACH-000930,4.531069493,1,HCC1569,Invasive Breast Carcinoma,out group,Breast
ACH-000899,2.23878686,1,WM88,Melanoma,out group,Skin
ACH-000366,0.411426246,1,SKNDZ,Neuroblastoma,out group,Peripheral Nervous System
ACH-001526,4.628773595,1,HUO9,Osteosarcoma,out group,Bone
ACH-000064,5.43496176,1,SALE,Non-Cancerous,out group,Lung
ACH-001329,3.247927513,1,ANGMCSS,Diffuse Glioma,out group,CNS/Brain
ACH-000418,3.693765712,1,SW1353,Chondrosarcoma,out group,Bone
ACH-001280,4.160274831,1,SCS214,Synovial Sarcoma,out group,Soft Tissue
ACH-000861,3.705977902,1,HOP62,Non-Small Cell Lung Cancer,out group,Lung
ACH-000692,6.549053029,1,SNU899,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000107,6.258518925,1,CAPAN2,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000133,3.209453366,1,HS729,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000306,3.267535798,1,HS688AT,Non-Cancerous,out group,Fibroblast
ACH-001530,5.386466093,1,JEG3,Gestational Trophoblastic Disease,out group,Uterus
ACH-000651,5.606146078,1,SW620,Colorectal Adenocarcinoma,in group,Bowel
ACH-000563,3.838951767,1,EBC1,Non-Small Cell Lung Cancer,out group,Lung
ACH-000058,2.9800253,1,ML1,Well-Differentiated Thyroid Cancer,out group,Thyroid
ACH-000345,0.757023247,1,KPNRTBM1,Neuroblastoma,out group,Peripheral Nervous System
ACH-000316,2.386810946,1,SNU886,Hepatocellular Carcinoma,out group,Liver
ACH-000884,0.464668267,1,MDAMB435S,Melanoma,out group,Skin
ACH-000289,2.5360529,1,SNU466,Diffuse Glioma,out group,CNS/Brain
ACH-001451,5.431288654,1,BOKU,Cervical Squamous Cell Carcinoma,out group,Cervix
ACH-000355,1.794935663,1,NCIH82,Lung Neuroendocrine Tumor,out group,Lung
ACH-002926,2.726831217,1,UPMD1,Ocular Melanoma,out group,Eye
ACH-000962,0.632268215,1,OC314,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000473,6.683977107,1,RT112,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000192,4.304511042,1,MFE280,Endometrial Carcinoma,out group,Uterus
ACH-001624,2.972692654,1,ONDA9,Diffuse Glioma,out group,CNS/Brain
ACH-001807,2.244887059,1,LPS067,Liposarcoma,out group,Soft Tissue
ACH-002466,2.821710215,1,RPE1SS111,Non-Cancerous,out group,Eye
ACH-001344,2.049630768,1,GIMEN,Neuroblastoma,out group,Peripheral Nervous System
ACH-000757,2.604071324,1,A427,Non-Small Cell Lung Cancer,out group,Lung
ACH-000054,2.622930351,1,HT1080,Fibrosarcoma,out group,Soft Tissue
ACH-001318,5.627315001,1,PLCPRF5,Hepatocellular Carcinoma,out group,Liver
ACH-000601,0.495695163,1,MIAPACA2,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000635,6.023698917,1,SNU119,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-001857,4.719731057,1,SG231,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000966,6.623076721,1,IGROV1,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000630,3.529820947,1,YD8,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000225,0.855989697,1,ECC12,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000657,0.23878686,1,A2780,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000624,6.328226119,1,HCC1806,Breast Ductal Carcinoma In Situ,out group,Breast
ACH-000699,4.583158004,1,HCC1395,Invasive Breast Carcinoma,out group,Breast
ACH-000923,2.361768359,1,BCP1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000687,1.084064265,1,CI1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000044,2.13422094,1,MDAMB134VI,Invasive Breast Carcinoma,out group,Breast
ACH-000740,6.645154031,1,A253,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000447,4.778734244,1,NCIH2228,Non-Small Cell Lung Cancer,out group,Lung
ACH-001416,6.66035251,1,UMUC9,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000319,4.906409617,1,MPP89,Pleural Mesothelioma,out group,Pleura
ACH-000198,0.722466024,1,EOL1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000280,5.934752371,1,SNU840,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000104,1.339137385,1,LOUCY,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001835,5.271649772,1,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000892,4.600507645,1,NCIH1563,Non-Small Cell Lung Cancer,out group,Lung
ACH-000493,1.622930351,1,SNU423,Hepatocellular Carcinoma,out group,Liver
ACH-000042,4.894817763,1,PANC0203,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-002045,6.849749117,1,HO1U1,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000221,0.731183242,1,SNU398,Hepatocellular Carcinoma,out group,Liver
ACH-000093,7.078524445,1,PANC0504,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000477,1.244887059,1,MALME3M,Melanoma,out group,Skin
ACH-000746,1.50589093,1,GSS,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000356,7.031329024,1,MKN45,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000457,2.737686761,1,CAL54,Renal Cell Carcinoma,out group,Kidney
ACH-000904,2.087462841,1,NCIH2106,Non-Small Cell Lung Cancer,out group,Lung
ACH-000244,2.03562391,1,DKMG,Diffuse Glioma,out group,CNS/Brain
ACH-000610,0.565597176,1,NCIH2227,Lung Neuroendocrine Tumor,out group,Lung
ACH-000081,0.422233001,1,GDM1,Acute Myeloid Leukemia,out group,Myeloid
ACH-000255,3.74092756,1,LMSU,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001038,1.327687364,1,COGE352,Embryonal Tumor,out group,CNS/Brain
ACH-000352,2.3950628,1,HCC1428,Invasive Breast Carcinoma,out group,Breast
ACH-002016,5.197314999,1,MEL290,Ocular Melanoma,out group,Eye
ACH-000416,4.759688488,1,NCIH838,Non-Small Cell Lung Cancer,out group,Lung
ACH-000752,3.304511042,1,NCIH196,Lung Neuroendocrine Tumor,out group,Lung
ACH-000862,8.320890785,1,KMBC2,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000236,6.229780167,1,SW1417,Colorectal Adenocarcinoma,in group,Bowel
ACH-000401,2.021479727,1,COLO800,Melanoma,out group,Skin
ACH-000731,2.724650272,1,HCC2279,Non-Small Cell Lung Cancer,out group,Lung
ACH-000875,5.273142859,1,NCIH2347,Non-Small Cell Lung Cancer,out group,Lung
ACH-000626,1.269033146,1,U266B1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000593,6.24431626,1,BC3C,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000182,4.820689561,1,SNU869,Ampullary Carcinoma,out group,Ampulla of Vater
ACH-000442,2.669026766,1,RERFLCSQ1,Non-Small Cell Lung Cancer,out group,Lung
ACH-000159,2.592158002,1,OSRC2,Renal Cell Carcinoma,out group,Kidney
ACH-000907,1.350497247,1,SNU349,Renal Cell Carcinoma,out group,Kidney
ACH-000191,2.632268215,1,BHT101,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000205,6.258707352,1,PK59,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000103,5.169925001,1,CAOV4,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000739,1.589763487,1,HEPG2,Hepatoblastoma,out group,Liver
ACH-001558,2.996388746,1,MERO48A,Pleural Mesothelioma,out group,Pleura
ACH-000206,3.477677328,1,C8166,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000841,4.324090516,1,NCIH2087,Non-Small Cell Lung Cancer,out group,Lung
ACH-000615,1.50589093,1,SKMEL28,Melanoma,out group,Skin
ACH-001613,0.739848103,1,OCIAML4,Acute Myeloid Leukemia,out group,Myeloid
ACH-001608,2.646162657,1,NP2,Diffuse Glioma,out group,CNS/Brain
ACH-000801,1.427606173,1,HS936T,Melanoma,out group,Skin
ACH-000539,2.488000771,1,HS618T,Non-Cancerous,out group,Fibroblast
ACH-000464,0.98550043,1,CAS1,Diffuse Glioma,out group,CNS/Brain
ACH-000622,5.835166157,1,KNS42,Diffuse Glioma,out group,CNS/Brain
ACH-000452,3.709290636,1,TE8,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-001390,4.020591095,1,SUM149PT,Invasive Breast Carcinoma,out group,Breast
ACH-001401,4.11353382,1,SW13,Adrenocortical Carcinoma,out group,Adrenal Gland
ACH-000365,0.411426246,1,SUDHL4,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001431,0.575312331,1,TC205,Ewing Sarcoma,out group,Bone
ACH-000475,4.143230135,1,HUH1,Hepatocellular Carcinoma,out group,Liver
ACH-000860,4.588564737,1,NCIH358,Non-Small Cell Lung Cancer,out group,Lung
ACH-000074,0.831877241,1,KU812,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000377,6.057016965,1,SNU478,Ampullary Carcinoma,out group,Ampulla of Vater
ACH-001562,5.37086174,1,MERO95,Pleural Mesothelioma,out group,Pleura
ACH-000259,0.815575429,1,KELLY,Neuroblastoma,out group,Peripheral Nervous System
ACH-001388,3.914564523,1,SUM102PT,Invasive Breast Carcinoma,out group,Breast
ACH-001410,6.582254908,1,UMUC4,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-002025,6.568792178,1,TT1TKB,Colorectal Adenocarcinoma,in group,Bowel
ACH-000720,5.714520291,1,TCCSUP,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-000095,1.5360529,1,D341Med,Embryonal Tumor,out group,CNS/Brain
ACH-001345,6.346070441,1,GP5D,Colorectal Adenocarcinoma,in group,Bowel
ACH-000558,3.320484678,1,A172,Diffuse Glioma,out group,CNS/Brain
ACH-000664,1.933572638,1,SUDHL1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000177,5.09423607,1,NCIH660,Prostate Small Cell Carcinoma,out group,Prostate
ACH-000335,2.416839742,1,MSTO211H,Pleural Mesothelioma,out group,Pleura
ACH-000940,0.321928095,1,AN3CA,Endometrial Carcinoma,out group,Uterus
ACH-000631,1.944858446,1,KS1,Diffuse Glioma,out group,CNS/Brain
ACH-000207,5.193377511,1,DETROIT562,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000764,4.200849575,1,SH10TC,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000995,1.608809243,1,JURKAT,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000373,1.333423734,1,SKM1,Acute Myeloid Leukemia,out group,Myeloid
ACH-000953,1.691534165,1,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000709,1.14404637,1,KMRC2,Renal Cell Carcinoma,out group,Kidney
ACH-000846,5.277240898,1,FADU,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-001702,0.163498732,1,VAESBJ,Epithelioid Sarcoma,out group,Soft Tissue
ACH-000333,7.710530952,1,JHOM2B,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-002059,2.298658316,1,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000929,6.208283138,1,NCIH2110,Non-Small Cell Lung Cancer,out group,Lung
ACH-001395,1.82374936,1,SUM44PE,Invasive Breast Carcinoma,out group,Breast
ACH-000948,7.702241961,1,2313287,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-002015,2.659924558,1,MEL285,Ocular Melanoma,out group,Eye
ACH-000981,1.914564523,1,DND41,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000617,4.7382274,1,OVCAR4,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000311,6.416839742,1,NCIH2122,Non-Small Cell Lung Cancer,out group,Lung
ACH-001210,0.042644337,1,TTC1240,Rhabdoid Cancer,out group,Kidney
ACH-001834,5.008092421,1,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000390,6.810186008,1,LUDLU1,Non-Small Cell Lung Cancer,out group,Lung
ACH-000468,3.316145742,1,PK45H,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001061,6.563615766,1,DLD1,Colorectal Adenocarcinoma,in group,Bowel
ACH-000077,2.063502942,1,MJ,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000456,4.410748128,1,BCPAP,Poorly Differentiated Thyroid Cancer,out group,Thyroid
ACH-000496,4.516645558,1,NCIH1792,Non-Small Cell Lung Cancer,out group,Lung
ACH-002512,2.192194165,1,MM160113,Melanoma,out group,Skin
ACH-000062,3.933572638,1,RERFLCMS,Non-Small Cell Lung Cancer,out group,Lung
ACH-002464,3.087462841,1,RPE1SS6,Non-Cancerous,out group,Eye
ACH-000088,3.952333566,1,HS172T,Non-Cancerous,out group,Fibroblast
ACH-000536,5.511278265,1,BT20,Invasive Breast Carcinoma,out group,Breast
ACH-000071,2.90303827,1,HS706T,Non-Cancerous,out group,Fibroblast
ACH-002004,1.589763487,1,UACC62SKINCJ1,Melanoma,out group,Skin
ACH-000878,4.440287821,1,HCC15,Non-Small Cell Lung Cancer,out group,Lung
ACH-001380,5.053111336,1,PACADD165,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-002061,0.650764559,1,P2URK562,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000385,2.622930351,1,SKRC20,Renal Cell Carcinoma,out group,Kidney
ACH-000412,4.997744026,1,SNU1197,Colorectal Adenocarcinoma,in group,Bowel
ACH-000427,7.038370332,1,NCIN87,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000938,1.10433666,1,NALM6,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000462,0.344828497,1,NALM1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000939,0.748461233,1,SKUT1,Uterine Sarcoma/Mesenchymal,out group,Uterus
ACH-000325,6.861707287,1,SNU620,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000515,4.254745198,1,HCC33,Lung Neuroendocrine Tumor,out group,Lung
ACH-001033,0.250961574,1,CHLA57,Embryonal Tumor,out group,CNS/Brain
ACH-000919,6.644577357,1,IM95,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000863,4.593353771,1,DBTRG05MG,Diffuse Glioma,out group,CNS/Brain
ACH-000642,6.217812331,1,HMEL,Non-Cancerous,out group,Breast
ACH-000581,6.123293723,1,SNU16,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001050,2.495695163,1,CW9019,Rhabdomyosarcoma,out group,Soft Tissue
ACH-001818,4.808899839,1,C396,Osteosarcoma,out group,Bone
ACH-001384,4.153805336,1,RO82W1,Well-Differentiated Thyroid Cancer,out group,Thyroid
ACH-000797,3.206330648,1,HLFA,Non-Cancerous,out group,Fibroblast
ACH-000220,0.333423734,1,MINO,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001533,1.580145484,1,KARPAS1718,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000827,3.350497247,1,WM793,Melanoma,out group,Skin
ACH-000961,3.901108243,1,ISHIKAWAHERAKLIO02ER,Endometrial Carcinoma,out group,Uterus
ACH-000778,5.077670274,1,HSC3,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000825,3.361768359,1,HOP92,Non-Small Cell Lung Cancer,out group,Lung
ACH-000743,6.11353382,1,CORL95,Lung Neuroendocrine Tumor,out group,Lung
ACH-000190,3.340562269,1,HDMYZ,Acute Myeloid Leukemia,out group,Myeloid
ACH-001819,3.72900887,1,MFM223,Invasive Breast Carcinoma,out group,Breast
ACH-000157,1.555816155,1,A4FUK,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001786,7.892026663,1,SNU1544,Colorectal Adenocarcinoma,in group,Bowel
ACH-000253,5.94204526,1,COLO201,Colorectal Adenocarcinoma,in group,Bowel
ACH-001376,6.445263208,1,PACADD135,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000958,8.549284113,1,SW48,Colorectal Adenocarcinoma,in group,Bowel
ACH-000228,6.616475329,1,BICR31,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000266,5.675815931,1,SNU213,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001750,4.477029653,1,TTC442,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000174,1.937344392,1,CAL62,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000245,1.09085343,1,BL41,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001279,3.572889668,1,SCCOHT1,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000620,5.647026633,1,JHH1,Hepatocellular Carcinoma,out group,Liver
ACH-000813,4.958842675,1,T3M10,Non-Small Cell Lung Cancer,out group,Lung
ACH-001513,5.647026633,1,HCA1,Cervical Adenocarcinoma,out group,Cervix
ACH-000168,0.59454855,1,NOMO1,Acute Myeloid Leukemia,out group,Myeloid
ACH-000257,2.671293372,1,CORL279,Lung Neuroendocrine Tumor,out group,Lung
ACH-000211,2.12763328,1,DAOY,Embryonal Tumor,out group,CNS/Brain
ACH-000283,3.432959407,1,A1207,Diffuse Glioma,out group,CNS/Brain
ACH-002041,3.955126781,1,HOTHC,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-000987,1.963474124,1,MEWO,Melanoma,out group,Skin
ACH-000682,6.175724185,1,SNU1066,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000073,0.641546029,1,GRANTA519,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000212,2.950468414,1,CAL120,Invasive Breast Carcinoma,out group,Breast
ACH-000096,0.321928095,1,G401,Rhabdoid Cancer,out group,Kidney
ACH-001433,5.860466259,1,CCLFPEDS0008T,Epithelioid Sarcoma,out group,Soft Tissue
ACH-000063,1.531069493,1,HS616T,Non-Cancerous,out group,Fibroblast
ACH-001999,6.900987531,1,9505BIK,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000776,3.979110755,1,ONS76,Embryonal Tumor,out group,CNS/Brain
ACH-000521,3.918386234,1,NCIH2030,Non-Small Cell Lung Cancer,out group,Lung
ACH-000025,2.066950244,1,CH157MN,Meningothelial Tumor,out group,CNS/Brain
ACH-000591,1.655351829,1,LN235,Diffuse Glioma,out group,CNS/Brain
ACH-001716,0.22650853,1,GOTO,Neuroblastoma,out group,Peripheral Nervous System
ACH-000833,3.125981654,1,RH30,Rhabdomyosarcoma,out group,Soft Tissue
ACH-001628,3.40053793,1,PEA1,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000398,0.799087306,1,RI1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000274,3.370164281,1,HS852T,Melanoma,out group,Skin
ACH-001370,3.19061486,1,OCIP5X,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000029,5.051807107,1,HCC827GR5,Non-Small Cell Lung Cancer,out group,Lung
ACH-001849,3.94673086,1,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000644,2.432959407,1,COLO829,Melanoma,out group,Skin
ACH-001422,7.300855871,1,WPE1NA22,Prostate Adenocarcinoma,out group,Prostate
ACH-000588,1.970853654,1,KMS26,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000849,5.528258743,1,MDAMB468,Invasive Breast Carcinoma,out group,Breast
ACH-000219,4.21490191,1,A375,Melanoma,out group,Skin
ACH-000150,6.476543706,1,HCC2935,Non-Small Cell Lung Cancer,out group,Lung
ACH-001845,5.999549087,1,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000384,6.790902333,1,SW780,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-001053,1.709290636,1,D425,Embryonal Tumor,out group,CNS/Brain
ACH-001274,3.286881148,1,SW982,Synovial Sarcoma,out group,Soft Tissue
ACH-000091,4.787118983,1,OV56,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-002014,4.751677946,1,MEL270,Ocular Melanoma,out group,Eye
ACH-001634,0.90303827,1,PGA1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000495,1.887525271,1,TUHR4TKB,Renal Cell Carcinoma,out group,Kidney
ACH-000911,5.027684877,1,NUGC3,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000013,5.000901403,1,ONCODG1,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000777,6.034303768,1,KYSE30,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-001765,1.321928095,1,RH4,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000312,0.286881148,1,SKNBE2,Neuroblastoma,out group,Peripheral Nervous System
ACH-000085,7.170726276,1,T3M4,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000436,1.014355293,1,OCIMY7,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000869,5.647602329,1,NCIH1568,Non-Small Cell Lung Cancer,out group,Lung
ACH-000267,0.895302621,1,HDLM2,Hodgkin Lymphoma,out group,Lymphoid
ACH-000489,6.109151579,1,SW1116,Colorectal Adenocarcinoma,in group,Bowel
ACH-000431,0.782408565,1,NCIH1694,Lung Neuroendocrine Tumor,out group,Lung
ACH-000152,3.247927513,1,M059K,Diffuse Glioma,out group,CNS/Brain
ACH-000909,0.422233001,1,JHUEM2,Endometrial Carcinoma,out group,Uterus
ACH-000534,0.40053793,1,WSUDLCL2,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000582,2.510961919,1,COLO741,Melanoma,out group,Skin
ACH-000460,4.578938713,1,SNU8,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000443,5.257387843,1,OVKATE,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-001570,1.244887059,1,MM426,Melanoma,out group,Skin
ACH-000986,5.648753033,1,HT115,Colorectal Adenocarcinoma,in group,Bowel
ACH-001335,6.087250665,1,C4II,Cervical Squamous Cell Carcinoma,out group,Cervix
ACH-000023,2.195347598,1,PATU8988T,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-002062,0.014355293,1,SLVL,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-002462,3.411426246,1,RPE1SS48,Non-Cancerous,out group,Eye
ACH-000151,1.541019153,1,JM1,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-001277,1.367371066,1,YAMATO,Synovial Sarcoma,out group,Soft Tissue
ACH-000607,0.641546029,1,KYM1,Rhabdomyosarcoma,out group,Soft Tissue
ACH-002647,6.025693274,1,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000703,5.073391816,1,DMS79,Lung Neuroendocrine Tumor,out group,Lung
ACH-001211,0.310340121,1,TTC549,Embryonal Tumor,out group,CNS/Brain
ACH-001511,6.100557221,1,H413,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000113,1.070389328,1,OCIAML2,Acute Myeloid Leukemia,out group,Myeloid
ACH-000337,6.795974694,1,NCIH3122,Non-Small Cell Lung Cancer,out group,Lung
ACH-000598,0.722466024,1,KMS21BM,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000057,1.757023247,1,OPM1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000281,5.955126781,1,KP2,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000321,1.063502942,1,MOLM6,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000985,6.125155131,1,LS411N,Colorectal Adenocarcinoma,in group,Bowel
ACH-000444,2.813524689,1,LU99,Non-Small Cell Lung Cancer,out group,Lung
